,oid,classALeRCE,ra,dec,source,id_source
86591,ZTF18abvpohp,RRL,340.9490813924245,0.500289321212121,GAIADR2VS,2.6536028389744445e+18
86592,ZTF17aabwvyh,RRL,327.7317308731345,1.25491843208955,ASASSN,ASASSN-V J215055.66+011518.3
86593,ZTF18abryqhc,RRL,357.53964610349647,1.02398424895105,GAIADR2VS,2.643263203426864e+18
86594,ZTF17aaagdwq,RRL,5.5686619355555536,1.4338635088888898,GAIADR2VS,2.547215983657269e+18
86595,ZTF19aaozzgu,RRL,202.7072985785715,4.294075971428572,CRTSnorth,1104073033498.0
86596,ZTF18abudxzk,RRL,327.2670139804055,0.4623484966216215,GAIADR2VS,2.6812656538805996e+18
86597,ZTF17aaawmhu,RRL,325.4608079947675,1.184890683139535,ASASSN,ASASSN-V J214150.61+011105.1
86598,ZTF18aahtoqq,RRL,173.52373641551705,29.727820006896557,GAIADR2VS,4.0224431685732567e+18
86599,ZTF18abtyoro,RRL,14.875439790476182,-7.619093723809522,CRTSnorth,1007006013869.0
86600,ZTF18abtphdh,RRL,356.5654018857145,19.96950058174604,CRTSnorth,1121120004873.0
86601,ZTF18abvbpna,RRL,332.09336068333334,1.0835919626984103,CRTSnorth,1101119027140.0
86602,ZTF18aaqwtsk,RRL,239.2996305625,50.50000475208335,CRTSnorth,1149058049861.0
86603,ZTF18abddfoy,RRL,317.02863375333334,11.509742832777777,CRTSnorth,1112111009815.0
86604,ZTF18abhpwpq,RRL,325.526421775,12.76227189,CRTSnorth,1112114053112.0
86605,ZTF18aceifkk,RRL,331.531803257143,20.524489857936523,CRTSnorth,1121112024050.0
86606,ZTF18acuriqa,RRL,152.84600021111115,14.512867266666689,CRTSnorth,1115053008422.0
86607,ZTF18aagrhyy,RRL,250.8179354173655,37.13955953759151,CRTSnorth,1138072013029.0
86608,ZTF19aacxreg,RRL,145.4993279714285,7.467940461904764,CRTSnorth,1107052042778.0
86609,ZTF18aagrthy,RRL,230.95114604299985,65.32808844955557,CRTSnorth,1166036009486.0
86610,ZTF18abnnchr,RRL,9.744173858333331,20.55352538055556,CRTSnorth,1121004017811.0
86611,ZTF18acxdsnd,RRL,232.7672392649124,2.80812459473684,CRTSnorth,1101083078309.0
86612,ZTF18acrxomw,RRL,137.18267705512818,-9.290922714102564,CRTSnorth,1009049050631.0
86613,ZTF18acnafuu,RRL,50.72333137,15.899691811111111,CRTSnorth,1115018036580.0
86614,ZTF17aabwloi,RRL,141.92899893446986,-9.054722011868687,CRTSnorth,1009051049453.0
86615,ZTF18aabhkoz,RRL,104.93811165761517,52.847977827777775,CRTSnorth,1152024072139.0
86616,ZTF17aabyrff,RRL,111.481477145408,26.84111871445578,CRTSnorth,1126036049152.0
86617,ZTF18acuripd,RRL,141.2006837166665,-7.43399602027778,CRTSnorth,1007050026818.0
86618,ZTF18acurjhe,RRL,141.32729740916682,-9.145362409166664,CRTSnorth,1009050050413.0
86619,ZTF18abtmlno,RRL,41.75619494583333,7.764409140972222,CRTSnorth,1107015040924.0
86620,ZTF18acmyxhi,RRL,64.05053310416665,1.8162201527777788,CRTSnorth,1101023037756.0
86621,ZTF19aaaorhb,RRL,127.80103275,-7.239362044444442,CRTSnorth,1007046043159.0
86622,ZTF18achqpde,RRL,61.41032244,18.663959226666677,CRTSnorth,1118021038428.0
86623,ZTF18abcilbz,RRL,244.92738502614964,-7.093047399137928,CRTSnorth,1007087054251.0
86624,ZTF18abdhnlh,RRL,241.6631156983333,10.955639963777775,CRTSnorth,1109086077027.0
86625,ZTF18aaadgoy,RRL,174.8878591421052,25.441301505847942,CRTSnorth,1126057001338.0
86626,ZTF19aabzukh,RRL,239.07186186121783,-13.578935764316228,CRTSnorth,1012084020427.0
86627,ZTF19aaaftgc,RRL,237.80596584833333,-18.25864436944443,CRTSnorth,1018082054511.0
86628,ZTF19aadagbt,RRL,242.78627087028983,-16.298656691425105,CRTSnorth,1015084028674.0
86629,ZTF18acyxkxf,RRL,166.6920664875,-4.983071434027779,CRTSnorth,1004060013930.0
86630,ZTF18aavookl,RRL,242.43176826798268,5.280087510453216,CRTSnorth,1104087083197.0
86631,ZTF19aabztzl,RRL,247.44037801929815,-11.254010525438582,CRTSnorth,1009088002508.0
86632,ZTF18acvwoxr,RRL,214.1326852964285,-10.547158331349229,CRTSnorth,1009076016490.0
86633,ZTF18abdimrv,RRL,219.018839375,-1.6252645027777797,CRTSnorth,1001078030278.0
86634,ZTF19aadfrse,RRL,174.72525655833317,8.804904947222223,CRTSnorth,1109062006563.0
86635,ZTF19aaaqjpz,RRL,248.67474968708336,-9.002186861944445,CRTSnorth,1009088098747.0
86636,ZTF19aadhcmy,RRL,241.1579289037036,-17.730887869444466,CRTSnorth,1018083084391.0
86637,ZTF19aailrph,RRL,205.59974474166668,11.05232183888889,CRTSnorth,1109073055840.0
86638,ZTF18aaaqbnq,RRL,193.08281529,25.177614733888888,CRTSnorth,1123064053845.0
86639,ZTF19aacmjoi,RRL,238.983347618868,-17.582570011530386,CRTSnorth,1018082078618.0
86640,ZTF19aaaqlkl,RRL,232.61547845625,-14.370796417013883,CRTSnorth,1015081084010.0
86641,ZTF19aarpyob,RRL,231.3053628833333,-3.4493841955555555,CRTSnorth,1004083060751.0
86642,ZTF19aavxyyg,RRL,247.72564593666667,-14.106262479999984,CRTSnorth,1012087000785.0
86643,ZTF18abagujt,RRL,242.35676868939385,16.13049267954545,CRTSnorth,1115084061607.0
86644,ZTF18aagroih,RRL,247.88837853512817,30.61593987679489,CRTSnorth,1129078070093.0
86645,ZTF18aaylruk,RRL,255.48905698818905,20.10025584501312,CRTSnorth,1121086012881.0
86646,ZTF18abetdec,RRL,256.5267250134262,14.55966581342591,CRTSnorth,1115089017740.0
86647,ZTF18aagrdti,RRL,247.44737225878367,30.137841908633646,CRTSnorth,1129078056872.0
86648,ZTF18abceiuf,RRL,227.1268326833332,2.20481632777778,CRTSnorth,1101081058325.0
86649,ZTF19aapwcxo,RRL,230.29604600196063,1.0542763424836628,CRTSnorth,1101082028733.0
86650,ZTF19aalclqd,RRL,232.90536753666663,2.8845948933333334,CRTSnorth,1104083002149.0
86651,ZTF19aasczcs,RRL,231.60985954333333,7.191706858888887,CRTSnorth,1107082040997.0
86652,ZTF18aagtdca,RRL,252.90417883705047,40.099786198361286,CRTSnorth,1140070017392.0
86653,ZTF18abgabsu,RRL,266.22298694481816,14.682303596311856,CRTSnorth,1115092029210.0
86654,ZTF18abcypkq,RRL,257.6871611085587,14.814632544294287,CRTSnorth,1115089027707.0
86655,ZTF19aaoaqhi,RRL,251.2569706809521,38.57837492936508,CRTSnorth,1138072054450.0
86656,ZTF17aacksnj,RRL,150.88448124218291,22.68967747640116,CRTSnorth,1123050002983.0
86657,ZTF19aaaprej,RRL,177.79635558484867,-13.330129170707089,CRTSnorth,1012063016184.0
86658,ZTF18aabpxaw,RRL,221.0041542456788,34.04564613858024,CRTSnorth,1135066004820.0
86659,ZTF18abccnfv,RRL,329.6915553937501,9.573559824166669,CRTSnorth,1109117032610.0
86660,ZTF18aajaknt,RRL,245.27405586036448,58.4508555975829,CRTSnorth,1157049052944.0
86661,ZTF18adbimpa,RRL,240.2692295494792,-0.9556120355902776,CRTSnorth,1001086056399.0
86662,ZTF18abjzbhg,RRL,241.205018315,16.183849397638888,CRTSnorth,1115084063513.0
86663,ZTF18absoizt,RRL,11.6263883931818,35.47997965454545,CRTSnorth,1135004043042.0
86664,ZTF18absqgnq,RRL,13.410643679166665,-8.06279553125,CRTSnorth,1007005007619.0
86665,ZTF17aaarqcg,RRL,32.910452462500004,-11.20208878194446,CRTSnorth,1009012001777.0
86666,ZTF18abyjpqw,RRL,65.44692811666667,-11.34436080972224,CRTSnorth,1012023054086.0
86667,ZTF19abadoas,RRL,266.0095885444444,34.26797978888889,CRTSnorth,1135079015526.0
86668,ZTF18acmylzr,RRL,72.05430943076925,9.308752589102564,CRTSnorth,1109026026142.0
86669,ZTF17aabveui,RRL,59.81538896801074,-13.138668754928291,CRTSnorth,1012021019002.0
86670,ZTF18accktbu,RRL,62.5827887,24.014684211538448,CRTSnorth,1123021044375.0
86671,ZTF18aabexih,RRL,275.33193957000003,38.71356096777778,CRTSnorth,1138079086577.0
86672,ZTF18aapcdof,RRL,242.7450439136365,32.895793066161644,CRTSnorth,1132075050465.0
86673,ZTF18adfivmz,RRL,86.39407245000002,-19.105565209027773,CRTSnorth,1018030019379.0
86674,ZTF18acvrywb,RRL,78.87564689166666,8.296029703888887,CRTSnorth,1107028096524.0
86675,ZTF18aayhyaj,RRL,209.5292997410715,6.870297309722222,CRTSnorth,1107074026980.0
86676,ZTF18aabenxz,RRL,245.255270801613,26.93907694148748,CRTSnorth,1126080046904.0
86677,ZTF19aafmtjx,RRL,187.38615585,-3.3144965517241403,CRTSnorth,1004067048569.0
86678,ZTF19aajwrzh,RRL,191.714025820238,-19.57545353015871,CRTSnorth,1018066005935.0
86679,ZTF18abzwefv,RRL,338.11108537333354,-3.1443922388888867,CRTSnorth,1004121055267.0
86680,ZTF18ablrmuf,RRL,256.54580925555547,12.624845072222216,CRTSnorth,1112090054009.0
86681,ZTF18achczgi,RRL,84.73137657280705,-18.54364587280704,CRTSnorth,1018029031848.0
86682,ZTF18abzqgxq,RRL,316.03229489607867,3.394798901960782,CRTSnorth,1104113021873.0
86683,ZTF18aagrgfd,RRL,262.27790414047644,28.495127719047627,CRTSnorth,1129083010180.0
86684,ZTF18abnzapk,RRL,357.4785229182695,5.738720567307695,CRTSnorth,1107127002217.0
86685,ZTF18aaiscyp,RRL,212.51689455185183,59.99873448796296,CRTSnorth,1160039016841.0
86686,ZTF18acnbqab,RRL,196.0098966847825,5.9284644043478245,CRTSnorth,1107070007021.0
86687,ZTF18aceiszp,RRL,353.1951275757577,-1.8640207040404024,CRTSnorth,1001126018683.0
86688,ZTF18abqcuhy,RRL,308.6757780929827,-6.929727980847951,CRTSnorth,1007109068101.0
86689,ZTF18aapgrma,RRL,270.3497000201753,46.20739368362575,CRTSnorth,1146068054463.0
86690,ZTF18abmotxg,RRL,251.1520044927084,4.423959847222221,CRTSnorth,1104090067609.0
86691,ZTF18aajswgx,RRL,267.309251212739,46.50459427381458,CRTSnorth,1146067041473.0
86692,ZTF19aanxctz,RRL,195.0779409555555,-1.3600636444444452,CRTSnorth,1001070032500.0
86693,ZTF18acvgvcc,RRL,176.55393981428568,7.662851684920634,CRTSnorth,1107063038483.0
86694,ZTF18abadkna,RRL,324.0140966111111,16.407554200000018,CRTSnorth,1115112085745.0
86695,ZTF18aabtvdh,RRL,268.8142109579037,46.42711290286371,CRTSnorth,1146068062163.0
86696,ZTF18aagronj,RRL,257.51526848397447,33.585622058226484,CRTSnorth,1132079084942.0
86697,ZTF18abcvnlv,RRL,206.3079090594297,0.3778073910818716,CRTSnorth,1101074009536.0
86698,ZTF18abcpqtg,RRL,245.4340120291668,2.5382975638888903,CRTSnorth,1101088093185.0
86699,ZTF19aahsfgw,RRL,59.547526105555534,21.323911698611106,CRTSnorth,1121021043283.0
86700,ZTF18aaipktf,RRL,205.609167712121,40.825647949494936,CRTSnorth,1140057028474.0
86701,ZTF18aaauvut,RRL,180.8330917694444,23.4229827888889,CRTSnorth,1123060017757.0
86702,ZTF19aaazepp,RRL,58.72304836666665,13.222854558333331,CRTSnorth,1112021042027.0
86703,ZTF18abncjwb,RRL,11.580414805813946,12.722577871317814,CRTSnorth,1112005027462.0
86704,ZTF18aagzats,RRL,249.4804168397164,47.54094928593379,CRTSnorth,1146063061119.0
86705,ZTF18abvtcxw,RRL,67.67133484655176,-8.348179235823753,CRTSnorth,1007024002730.0
86706,ZTF18adaziyl,RRL,157.79567692619048,-14.302756737698386,CRTSnorth,1015055056852.0
86707,ZTF18abodrrs,RRL,18.2912956301887,9.12722422662474,CRTSnorth,1109007012508.0
86708,ZTF18aaiagle,RRL,213.2839898481887,35.107238616908234,CRTSnorth,1135063024139.0
86709,ZTF19aaaftaq,RRL,236.88743065390065,-18.31383372884163,CRTSnorth,1018081052718.0
86710,ZTF18aatidiz,RRL,235.64949227878785,7.585721938383838,CRTSnorth,1107084054906.0
86711,ZTF18abixkdm,RRL,244.6779014872852,21.256590228923272,CRTSnorth,1121083042917.0
86712,ZTF18abdfihd,RRL,256.5196077192527,13.332361763936785,CRTSnorth,1112090082323.0
86713,ZTF18acpxbst,RRL,194.4743058186666,3.2831439692222224,CRTSnorth,1104070009617.0
86714,ZTF18aajvqqw,RRL,261.0238057540766,47.483934819984,CRTSnorth,1146066069985.0
86715,ZTF18abvpnip,RRL,341.6928145696079,-7.066199139542485,CRTSnorth,1007121028476.0
86716,ZTF18abwnlgc,RRL,340.4369267783335,-4.839671507777778,CRTSnorth,1004122017504.0
86717,ZTF18abvplen,RRL,349.59795558833326,-10.334046518333349,CRTSnorth,1009124018096.0
86718,ZTF18abtptdi,RRL,352.9494907430108,-16.666949855734742,CRTSnorth,1015122005212.0
86719,ZTF19aafltfe,RRL,194.313341704348,-16.197743714855086,CRTSnorth,1015067016389.0
86720,ZTF19aaapqgr,RRL,179.23523222777766,-15.2803416638889,CRTSnorth,1015062036268.0
86721,ZTF18abnzagg,RRL,355.2646397333335,7.5900788822222225,CRTSnorth,1107126035966.0
86722,ZTF18aajhpwh,RRL,172.59416738490555,8.912097552201258,CRTSnorth,1109061008239.0
86723,ZTF18aaakpsm,RRL,23.35748897208332,46.44642875333335,CRTSnorth,1146006052465.0
86724,ZTF18abmottb,RRL,262.15290924242413,8.571117688888886,CRTSnorth,1109093005933.0
86725,ZTF18acrxwwx,RRL,163.106777965,2.465877069027778,CRTSnorth,1101058052587.0
86726,ZTF18abtjlbo,RRL,305.932176409375,-13.143194329513893,CRTSnorth,1012108042186.0
86727,ZTF19aanircp,RRL,253.84896013749983,57.508217424999984,CRTSnorth,1157051030837.0
86728,ZTF18aajejlw,RRL,260.96973422083323,33.139721782500004,CRTSnorth,1132080076218.0
86729,ZTF18abmnwpg,RRL,4.10825548148148,16.478751825925933,CRTSnorth,1115002049730.0
86730,ZTF18aagrrar,RRL,268.16291985597,48.13367018859039,CRTSnorth,1149065005733.0
86731,ZTF17aacnrve,RRL,11.546946637222211,-15.492900803888904,CRTSnorth,1015004024119.0
86732,ZTF18abpoxjh,RRL,4.651163499166667,-19.256258103055565,CRTSnorth,1018002009928.0
86733,ZTF18abvwsgl,RRL,325.83269563333334,-17.596886461111094,CRTSnorth,1018112048833.0
86734,ZTF18abwnlwz,RRL,341.61373345,-0.2741004856209149,CRTSnorth,1001122054860.0
86735,ZTF18aagrpik,RRL,266.9715803422373,22.432457278093075,CRTSnorth,1121090123474.0
86736,ZTF18abzylua,RRL,336.8170376800812,-7.345017424525746,CRTSnorth,1007119024925.0
86737,ZTF18aawvofu,RRL,268.1568099357144,29.668642140476184,CRTSnorth,1129085063040.0
86738,ZTF18abskper,RRL,317.8141395314817,-8.165568642592593,CRTSnorth,1007113009255.0
86739,ZTF18abzwgmp,RRL,328.31941873076914,-7.163705323076923,CRTSnorth,1007116034876.0
86740,ZTF18acrxpbi,RRL,136.5249884266665,-12.71577532,CRTSnorth,1012048038112.0
86741,ZTF18abuiyqr,RRL,38.69860909848487,-11.924186878282804,CRTSnorth,1012014037799.0
86742,ZTF18abxyyeq,RRL,338.88791421,-17.97108883777779,CRTSnorth,1018116038709.0
86743,ZTF18aanugij,RRL,269.172140217857,33.23851346865077,CRTSnorth,1132083093346.0
86744,ZTF18abvbbuj,RRL,316.6199004746667,-8.981315434777777,CRTSnorth,1009112074730.0
86745,ZTF18abmwdwi,RRL,315.595698602381,-15.715227052380932,CRTSnorth,1015109040335.0
86746,ZTF18abmrgjh,RRL,318.958228430769,0.3247388948717949,CRTSnorth,1101114011418.0
86747,ZTF18acsziwo,RRL,81.41560533571429,0.1614969539682537,CRTSnorth,1101029005977.0
86748,ZTF18abornuq,RRL,5.415235419,-19.714440177166665,CRTSnorth,1018002001115.0
86749,ZTF18aaauunc,RRL,169.43616312222235,47.75298760277778,CRTSnorth,1146043047746.0
86750,ZTF18abtjakl,RRL,323.3083525589741,-1.0181915963675194,CRTSnorth,1001115055427.0
86751,ZTF18abvcdmw,RRL,309.29913006923067,-17.47983570341878,CRTSnorth,1018106085666.0
86752,ZTF18accptif,RRL,324.09672328678187,-0.4022590840038316,CRTSnorth,1001116071298.0
86753,ZTF18abuuniq,RRL,343.3956084121212,-12.491930710101006,CRTSnorth,1012121030729.0
86754,ZTF18abudwnx,RRL,323.34293127105263,-12.54152566754385,CRTSnorth,1012114041772.0
86755,ZTF18abastmv,RRL,316.9561217817204,9.366934577598563,CRTSnorth,1109112038308.0
86756,ZTF18abtjqdj,RRL,310.6066185377193,-13.621447141520456,CRTSnorth,1012109019171.0
86757,ZTF18abespah,RRL,337.7038956083333,28.74458775912701,CRTSnorth,1129106018046.0
86758,ZTF18abvpgnz,RRL,320.70900656862733,1.314261099346406,CRTSnorth,1101115043368.0
86759,ZTF18abfnmmo,RRL,258.1830394809522,21.59737824920633,CRTSnorth,1121087070106.0
86760,ZTF18abvbcbu,RRL,317.996396675,-12.763016391283507,CRTSnorth,1012112041207.0
86761,ZTF18aacauod,RRL,182.0506412125,23.36208714131944,CRTSnorth,1123060016369.0
86762,ZTF18aboebua,RRL,24.89297106999998,-17.442457883333333,CRTSnorth,1018009037621.0
86763,ZTF18ablvypl,RRL,330.9244232583334,5.751788640555558,CRTSnorth,1107117003293.0
86764,ZTF18abvcfum,RRL,317.3273952379632,-15.854630450925915,CRTSnorth,1015110032785.0
86765,ZTF18abvhxuz,RRL,334.0375891466668,-6.928977706666667,CRTSnorth,1007118035001.0
86766,ZTF19abtzdqe,RRL,331.994987235294,-17.794671623856196,CRTSnorth,1018114040623.0
86767,ZTF17aaahmid,RRL,98.49905073368794,67.02519880283688,CRTSnorth,1166015064164.0
86768,ZTF18aajszeb,RRL,238.76608964791663,29.660810660416665,CRTSnorth,1129075036286.0
86769,ZTF18aakzpjy,RRL,267.19307941726186,20.75442292539681,CRTSnorth,1121090047413.0
86770,ZTF18abryrvj,RRL,17.068813225595214,-15.003883593650771,CRTSnorth,1015006035381.0
86771,ZTF18aaakcci,RRL,169.3419770986485,15.899979808108098,CRTSnorth,1115059038619.0
86772,ZTF18acxbnlw,RRL,219.9033536833333,-1.4010278262626246,CRTSnorth,1001079035503.0
86773,ZTF18abdeyff,RRL,336.6108898814667,22.90145360911111,CRTSnorth,1123111010685.0
86774,ZTF18abnmtnu,RRL,303.78852070462983,-11.085519551851844,CRTSnorth,1009108009623.0
86775,ZTF18acowxdl,RRL,71.49975800833334,15.334225284027774,CRTSnorth,1115025034493.0
86776,ZTF18abucapl,RRL,311.67732509391027,-14.811574491773488,CRTSnorth,1015108076411.0
86777,ZTF18abucbah,RRL,315.24001604791647,-18.081114936111128,CRTSnorth,1018108053172.0
86778,ZTF18aborslx,RRL,324.3162382783952,7.253341912345679,CRTSnorth,1107115051193.0
86779,ZTF18abzwqfr,RRL,313.87235499,-19.352045296388887,CRTSnorth,1018108012545.0
86780,ZTF18abvbbwn,RRL,315.5690545422482,-10.423611280620166,CRTSnorth,1009112027603.0
86781,ZTF17aabpxgy,RRL,325.79122523192484,4.059816571048516,CRTSnorth,1104116038324.0
86782,ZTF18abutcuy,RRL,326.52156560606085,5.007680682323233,CRTSnorth,1104117063669.0
86783,ZTF18abtjpwm,RRL,309.750280639655,-15.499581106896551,CRTSnorth,1015107055673.0
86784,ZTF18abvwpqq,RRL,315.3112592716665,-12.129493623888877,CRTSnorth,1012111065598.0
86785,ZTF18absuobn,RRL,302.4489541676471,-17.153034721241823,CRTSnorth,1018104112348.0
86786,ZTF18absunde,RRL,301.77201105121947,-16.35338109512195,CRTSnorth,1015104028177.0
86787,ZTF18abudxmd,RRL,316.36178506041665,-3.8632654774305566,CRTSnorth,1004113062197.0
86788,ZTF18acetlps,RRL,316.0739881760869,-19.05478585628019,CRTSnorth,1018109020165.0
