,oid,classALeRCE,ra,dec,source,id_source
8155,ZTF18abznyzr,E,332.46059894666666,18.62390625222222,CRTSnorth,1118114054251.0
8156,ZTF18adbaesi,E,237.632888625,-6.8887008480158745,CRTSnorth,1007084050328.0
8157,ZTF18acsytmf,E,37.76347445333333,35.347635444444435,CRTSnorth,1135012045698.0
8158,ZTF18acurjha,E,141.67259761538455,-9.430690894871796,CRTSnorth,1009050043771.0
8159,ZTF18acrxolm,E,137.10776263710682,-12.935961324842784,CRTSnorth,1012048032337.0
8160,ZTF18adaiqyk,E,83.63042992708334,-9.658584201388887,CRTSnorth,1009030047744.0
8161,ZTF18aaaarnf,E,104.31407556620384,41.20194062546295,CRTSnorth,1140029059858.0
8162,ZTF18acsotdt,E,132.10769730833334,0.0153138565972222,CRTSnorth,1101047000933.0
8163,ZTF18acrxojh,E,141.5453669166667,-6.8178498220959565,CRTSnorth,1007050042469.0
8164,ZTF18aabiyqk,E,108.312321125641,53.07901829487179,CRTSnorth,1152025060365.0
8165,ZTF17aacbpau,E,108.0849074265625,34.84965359826387,CRTSnorth,1135032035214.0
8166,ZTF18acctkyz,E,60.08435224270834,8.996711509722221,CRTSnorth,1109022011285.0
8167,ZTF18achqqat,E,59.84695251666669,21.955413644444427,CRTSnorth,1121021060661.0
8168,ZTF18aajwsen,E,131.51584643333314,12.676689995959595,CRTSnorth,1112047032753.0
8169,ZTF17aabtksm,E,129.54437105989584,3.0565670082465286,CRTSnorth,1104047007010.0
8170,ZTF17aaansen,E,129.985393618067,12.926237709710527,CRTSnorth,1112046039836.0
8171,ZTF18aaaqpjm,E,130.74687686904764,12.811723272222238,CRTSnorth,1112046036805.0
8172,ZTF18aabjilw,E,125.58063190897415,8.438482603846152,CRTSnorth,1107045085513.0
8173,ZTF17aackbak,E,117.19131571,33.25469056,CRTSnorth,1132036066182.0
8174,ZTF18aawesmh,E,233.977349876923,0.9332102495726496,CRTSnorth,1101084026716.0
8175,ZTF18aayzdml,E,241.12733542298832,2.155518576053637,CRTSnorth,1101086068083.0
8176,ZTF18acvcnwz,E,23.04764951474357,29.44842952649571,CRTSnorth,1129008030031.0
8177,ZTF18adbhpbb,E,138.99258028333333,4.4031180319444445,CRTSnorth,1104050040421.0
8178,ZTF18aabexyb,E,29.65285433405797,20.06847886400964,CRTSnorth,1121010007444.0
8179,ZTF18abdfgzw,E,243.4405566940478,27.719469503968263,CRTSnorth,1126079065625.0
8180,ZTF18aavoheb,E,242.0426448307693,29.278262240598284,CRTSnorth,1129076028766.0
8181,ZTF19aayqgtx,E,259.26121822916684,12.643412430555571,CRTSnorth,1112091058058.0
8182,ZTF18abdfihj,E,252.7672092486112,18.121599679861102,CRTSnorth,1118087041694.0
8183,ZTF18aagrixg,E,257.36214904137915,37.59011033314177,CRTSnorth,1138074028634.0
8184,ZTF18aabpxdn,E,249.36043501666663,29.80320727735044,CRTSnorth,1129079048136.0
8185,ZTF18aabenrb,E,250.7552910875,35.37386688194445,CRTSnorth,1135074044478.0
8186,ZTF18aaadwnh,E,25.759070849462383,39.42266108566309,CRTSnorth,1138008082893.0
8187,ZTF18aagzjpd,E,252.8456594468037,41.877949259360726,CRTSnorth,1140070068624.0
8188,ZTF18acatnwl,E,314.44865623333334,1.6020680444444444,CRTSnorth,1101112066632.0
8189,ZTF18aabvngh,E,187.69837122126413,22.64727127432948,CRTSnorth,1123062001705.0
8190,ZTF19aaeyqdi,E,333.8706683944447,21.627385538888863,CRTSnorth,1121113059702.0
8191,ZTF18abnyibv,E,326.21624274166663,18.30886797301589,CRTSnorth,1118112048170.0
8192,ZTF18abvppkk,E,343.34706094833336,9.299219332222222,CRTSnorth,1109122020573.0
8193,ZTF18acskryp,E,71.21420057333333,2.516126593333333,CRTSnorth,1101026068179.0
8194,ZTF18abvlljy,E,60.47244474166668,-8.625684518055554,CRTSnorth,1009022052254.0
8195,ZTF18abyjreb,E,73.93274640555555,-1.1963069222222238,CRTSnorth,1001027047491.0
8196,ZTF18aaabfxe,E,105.96526448633873,38.05281270637522,CRTSnorth,1138031048919.0
8197,ZTF18acslpcd,E,53.04783399696969,5.775352710606057,CRTSnorth,1107019002614.0
8198,ZTF18aboeavj,E,353.97225545151537,20.13722412272725,CRTSnorth,1121119009259.0
8199,ZTF18adbmvyb,E,55.36701292857146,17.85449340238097,CRTSnorth,1118019021118.0
8200,ZTF18acsyrxs,E,46.4762453,31.716877337301607,CRTSnorth,1132015019400.0
8201,ZTF18aaapsyp,E,105.96718842407384,38.01303430370368,CRTSnorth,1138031047383.0
8202,ZTF19aalyjmf,E,63.60727780000001,24.635319099305555,CRTSnorth,1123021064832.0
8203,ZTF18acksrds,E,97.7929659090909,56.98563455707068,CRTSnorth,1157020022246.0
8204,ZTF18aaaqpjc,E,128.84563080606085,11.308066965151534,CRTSnorth,1112046001209.0
8205,ZTF18abvfpyv,E,62.30478794166666,-11.007355268055557,CRTSnorth,1009022005878.0
8206,ZTF18abwwuem,E,353.6709884950978,11.476840326143805,CRTSnorth,1112124004170.0
8207,ZTF18abxbmqy,E,118.72132136111134,27.41431886944443,CRTSnorth,1126039056428.0
8208,ZTF18aagigvg,E,123.95304010625,22.99902987604167,CRTSnorth,1123041011402.0
8209,ZTF18abxvnda,E,118.30714002142852,33.59332671190478,CRTSnorth,1132037070605.0
8210,ZTF17aacrcxk,E,118.92042154259248,30.716939505555573,CRTSnorth,1129038069702.0
8211,ZTF18acusuvf,E,211.8004617386365,0.0271876952020202,CRTSnorth,1101076001609.0
8212,ZTF18ablwqcd,E,204.050038884483,0.4074973147509579,CRTSnorth,1101073009386.0
8213,ZTF18aajjsov,E,189.5273158913333,7.881409381777778,CRTSnorth,1107067047405.0
8214,ZTF18abcrjcb,E,348.40550972611953,30.370583759950264,CRTSnorth,1129110061703.0
8215,ZTF17aabwcqy,E,104.88233747708318,36.8570550986111,CRTSnorth,1138031007192.0
8216,ZTF18abvlkcl,E,69.89068712095239,36.981741449206325,CRTSnorth,1138020010359.0
8217,ZTF18abtmwje,E,25.0614137404762,29.499285058730177,CRTSnorth,1129008030825.0
8218,ZTF18abnyfcc,E,12.3309090732143,-4.983949257837299,CRTSnorth,1004005010828.0
8219,ZTF18aabqxge,E,109.230344414815,47.361457014814825,CRTSnorth,1146028061479.0
8220,ZTF18aagrgua,E,271.368163135345,45.99494610019158,CRTSnorth,1146068047766.0
8221,ZTF18adajumq,E,69.62913524523812,28.66894103968256,CRTSnorth,1129022016923.0
8222,ZTF18aayzpco,E,258.3669791364583,18.665512103472224,CRTSnorth,1118089069480.0
8223,ZTF18acewgjm,E,74.11020345833332,-10.187774547222222,CRTSnorth,1009027026118.0
8224,ZTF18aabpwxu,E,244.65537976129048,20.733805242652306,CRTSnorth,1121083027822.0
8225,ZTF18aaadsxu,E,23.337894408571437,39.62289935222224,CRTSnorth,1140007004311.0
8226,ZTF18aaekptx,E,102.11553546666651,36.1032304,CRTSnorth,1135031082154.0
8227,ZTF17aacokzq,E,52.82404266866666,0.7027419057777777,CRTSnorth,1101019014426.0
8228,ZTF18abdeyga,E,336.346357540909,28.94856065353537,CRTSnorth,1129106025781.0
8229,ZTF18aadpike,E,102.68272631212116,50.96554326262624,CRTSnorth,1152024008313.0
8230,ZTF18acqvbde,E,62.00463053833334,39.31188169777778,CRTSnorth,1138018106459.0
8231,ZTF18abmqucs,E,306.8247060885418,-1.3239327184027796,CRTSnorth,1001110069090.0
8232,ZTF18abvuovr,E,306.3207404780703,-10.960590785672526,CRTSnorth,1009109014843.0
8233,ZTF18aborxpd,E,341.1911950023812,11.014452281746056,CRTSnorth,1109121059273.0
8234,ZTF18aazijzk,E,250.8055236857143,9.054177312698412,CRTSnorth,1109089021680.0
8235,ZTF18aabfujg,E,64.64801812708333,30.10319298472222,CRTSnorth,1129021065687.0
8236,ZTF18abjyjjb,E,246.455825211905,10.356702376984122,CRTSnorth,1109087063294.0
8237,ZTF18acujlek,E,73.06310840952379,13.46891154325396,CRTSnorth,1112026067637.0
8238,ZTF18abosynf,E,29.35060448750001,33.7410725375,CRTSnorth,1132009073568.0
8239,ZTF18abfxhhh,E,325.40211385833334,14.167141977777774,CRTSnorth,1115113002742.0
8240,ZTF18abtmwjs,E,23.397242684523818,27.51958084027777,CRTSnorth,1126008050117.0
8241,ZTF18acdwpie,E,325.0062626166668,-0.420084488888889,CRTSnorth,1001116070818.0
8242,ZTF18aabogqe,E,152.16369335416667,8.509298481944441,CRTSnorth,1109054001426.0
8243,ZTF18abnnygm,E,327.6906535666667,16.005647165079374,CRTSnorth,1115113065560.0
8244,ZTF18aboluur,E,348.64345523125,-1.4138643388888887,CRTSnorth,1001124028406.0
8245,ZTF18abhftkq,E,7.29741549423077,37.72278575662393,CRTSnorth,1138003030555.0
